wgs	stoolMeans	stoolSDs	swabMeans	swabSDs	tissueMeans	tissueSDs	Origin p-value	OriginSwabStool p-value	OriginTissueStool p-value	OriginTissueSwab p-value	Time p-value	Individual p-value	Origin (adj p-value)	OriginSwabStool (adj p-value)	OriginTissueStool (adj p-value)	OriginTissueSwab (adj p-value)	Time (adj p-value)	Individual (adj p-value)
K07978: GntR family transcriptional regulator	0.104	0.116	0.083	0.101	0.002	0.007	0.00211887098278888	0.619718144595881	0.00139470224750138	0.042414626470114	0.413212193899857	0.426853998077822	0.0029120721770684	0.902446015826586	0.00205012136695023	0.0551154688377115	0.999248226209326	0.738561764155686
K07979: GntR family transcriptional regulator	2.053	0.298	1.783	0.677	0.218	0.606	2.98439412734222e-31	0.0123882101670499	1.66533453693773e-15	1.12132525487141e-14	0.515701459776886	0.763720703739457	1.73505320469265e-30	0.056190041197342	6.8261894453468e-15	6.97191708519128e-14	0.999248226209326	0.999998145862406
K07976: Rab family, other	0.053	0.212	0.27	0.375	0.688	0.553	3.01187607995872e-12	0.00296196496929435	4.48141523889944e-12	6.32554009225572e-05	0.717367181667571	0.999837454854019	7.25496228678621e-12	0.0201446712492678	1.0799039809652e-11	0.000119464978410055	0.999248226209326	0.999998145862406
K10907: aminotransferase	1.677	0.254	1.403	0.363	0.217	0.348	6.18387426861543e-39	5.36006299268754e-05	1.66533453693773e-15	1.88737914186277e-15	0.231328285999556	0.723924676366671	7.33747420527527e-38	0.000889018257135316	6.8261894453468e-15	1.71983186175429e-14	0.999248226209326	0.999998145862406
K10902: ATP-dependent DNA helicase Q5	0.294	0.124	0.208	0.178	0.093	0.246	4.17525807359013e-06	0.026121535917315	8.21843027976055e-06	0.0449311882766703	0.151272714877767	0.461029732325689	7.31992969295597e-06	0.0970114637758979	1.43463106145404e-05	0.0581288295515605	0.999248226209326	0.775954619360938
K10901: bloom syndrome protein	0.669	0.184	0.514	0.209	0.174	0.235	4.20028825716562e-16	0.000907240648522989	2.98649993624167e-14	4.39097561644175e-07	0.864453077266197	0.0188617608116342	1.17226752046617e-15	0.00852218183265345	8.48160947682968e-14	1.00329837001805e-06	0.999248226209326	0.104659560674948
K10900: werner syndrome ATP-dependent helicase	0.441	0.219	0.528	0.269	0.096	0.244	3.98832681268411e-08	0.185527668426523	4.04251350838436e-07	5.28136109290145e-08	0.0812305786747425	0.0268630916594638	7.83632837598715e-08	0.406371686834201	7.59702986277728e-07	1.28590579889964e-07	0.999248226209326	0.132008707811297
K10909: two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ	0.514	0.205	0.445	0.277	0.022	0.089	1.61313593372397e-13	0.288237492731201	8.5265128291212e-14	9.40539301996779e-09	0.689354713226335	0.00579236073272983	4.09302143750637e-13	0.555247138128036	2.20385917583273e-13	2.39242069839298e-08	0.999248226209326	0.0493810921290287
K06379: stage II sporulation protein AB (anti-sigma F factor)	1.56	0.487	1.3	0.663	0	0	4.95375394270087e-21	0.0442420480871278	9.88098491916389e-15	3.20077297999433e-13	0.491635848497296	0.650924334299764	1.68927172264539e-20	0.141737550898077	3.40768018147029e-14	1.10385864754818e-12	0.999248226209326	0.961693306524918
K06378: stage II sporulation protein AA (anti-sigma F factor antagonist)	1.193	0.561	1.131	0.682	0.209	0.571	3.49167295191756e-08	0.873001720183732	1.70381849740053e-08	5.01965886046118e-06	0.519664370289939	0.00141922562910028	6.88940462182244e-08	0.999999996206915	3.44670760840048e-08	1.05324589740183e-05	0.999248226209326	0.0194130930434458
K09816: zinc transport system permease protein	1.79	0.315	1.658	0.367	0.144	0.395	1.1778426634738e-37	0.161984998065762	1.66533453693773e-15	1.66533453693773e-15	0.744164220753251	0.947827232986848	1.19095154361545e-36	0.369151135614486	6.8261894453468e-15	1.6951323288194e-14	0.999248226209326	0.999998145862406
K09815: zinc transport system substrate-binding protein	1.852	0.257	1.657	0.393	0.258	0.558	1.17811018656811e-36	0.018697470326652	1.66533453693773e-15	1.66533453693773e-15	0.878276887255179	0.231094951141674	1.07513593787708e-35	0.0760263873602745	6.8261894453468e-15	1.6951323288194e-14	0.999248226209326	0.502204558228978
K09814: hemin transport system ATP-binding protein	0.126	0.098	0.069	0.078	0	0	5.90498161726949e-07	0.0100030487915078	1.66827240488665e-06	0.0369063935123897	0.977360501159161	0.595037502146422	1.09118467226228e-06	0.0485942202664869	3.02856371265882e-06	0.0485728037426845	0.999248226209326	0.911193276871766
K06373: spore maturation protein A	1.753	0.405	1.435	0.645	0	0	4.68946070338229e-29	0.00290660292464939	1.66533453693773e-15	2.65343302885412e-14	0.660119499151719	0.999799734890603	2.33208719783399e-28	0.0199015658069076	6.8261894453468e-15	1.23961984661357e-13	0.999248226209326	0.999998145862406
K09812: cell division transport system ATP-binding protein	1.988	0.158	1.731	0.42	0.356	0.616	2.0780288442664e-41	0.000355818679742326	1.66533453693773e-15	1.66533453693773e-15	0.567091228733497	0.999830573704912	3.36408552527914e-40	0.0041020233022567	6.8261894453468e-15	1.6951323288194e-14	0.999248226209326	0.999998145862406
K06370: morphogenetic protein associated with SpoVID	0.197	0.214	0.216	0.296	0.598	0.541	3.21713767781699e-06	0.951548021964049	1.821920208811e-06	9.76310967482075e-05	0.7762912986294	0.748498553598862	5.67944229839675e-06	0.999999996206915	3.30060366399779e-06	0.00018123833056003	0.999248226209326	0.999998145862406
K11365: SAGA-associated factor 73	0.006	0.009	0.004	0.003	0	0	0.00815000035509775	0.275897482405096	0.00941638440856674	0.288045629924061	0.844498165363108	0.99981641189479	0.0103980406961811	0.538610639961456	0.0127300842731562	0.325777359596387	0.999248226209326	0.999998145862406
K11366: ubiquitin carboxyl-terminal hydrolase 22/27/51	0.012	0.043	0.196	0.232	0.378	0.397	3.56491392002635e-14	3.83146813109914e-06	1.25621735236336e-12	0.00227220979310949	0.449638044594375	0.307692761840818	9.26542742579008e-14	9.69029773609162e-05	3.08454821453643e-12	0.00359618851031136	0.999248226209326	0.603582085346429
K11367: chromodomain-helicase-DNA-binding protein 1	0.126	0.145	0.173	0.219	0.334	0.306	0.000209541262376729	0.45292358516019	0.000130138653376521	0.0157952355676791	0.14120804720422	0.111883595401039	0.000321927729451577	0.75000156074938	0.000209398356622492	0.0220365800826181	0.999248226209326	0.321194854999398
K06044: (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase	0.043	0.044	0.082	0.146	0	0	0.00195266953041052	0.0404016159758033	0.0781341576720148	0.00151232016259684	0.252250893419193	0.285176466439867	0.00269399352484335	0.132431145096777	0.093072919324766	0.00244631752052271	0.999248226209326	0.574469958659238
K14068	0.002	0.002	0.003	0.004	0	0	0.00175234865125821	0.0824786781429551	0.0344968911837102	0.00112501571574619	0.0568194360087351	0.262308917577601	0.0024291838397196	0.223012913174112	0.0432151835017996	0.00184581419454099	0.999248226209326	0.54587158334867
K10015: histidine transport system permease protein	0.166	0.305	0.305	0.45	0	0	0.0110145716111993	0.111678745732947	0.142174641617189	0.00859105582118924	0.584653793325611	0.0055384413943238	0.013801090448203	0.279669841068212	0.163687732839764	0.0124716806066251	0.999248226209326	0.0482296033866223
K10014: histidine transport system substrate-binding protein	0.303	0.317	0.531	0.361	0.09	0.351	0.000113325633957577	0.00457288820137391	0.0462171531619368	0.000109971525684593	0.533187117733877	0.0102667431402125	0.000178430712338274	0.0273698824796097	0.0569020653917292	0.000203402211134038	0.999248226209326	0.0693603390615689
K10017: histidine transport system ATP-binding protein	0.961	0.273	0.852	0.334	0.114	0.309	2.83595401437854e-19	0.186659818574203	2.07611705604904e-14	6.51922960059892e-13	0.319661319424613	0.000314283060100975	9.0096305248028e-19	0.408123945985396	6.68995474863447e-14	2.20336205323962e-12	0.999248226209326	0.00732965895338941
K10016: histidine transport system permease protein	0.176	0.291	0.368	0.375	0.011	0.046	0.000456986748179416	0.00789145936416602	0.0986500397011072	0.000502421736864211	0.863812929471111	0.00126734537794252	0.00067697209446778	0.0407078924997276	0.116057748678129	0.000865131856376932	0.999248226209326	0.0180530813447458
K10011: UDP-GlcUA decarboxylase/UDP-L-Ara4N formyltransferase	0.325	0.261	0.306	0.366	0	0	9.09811823679022e-05	0.946263438770946	5.43304751389195e-05	0.00128056439686353	0.528182424223186	0.0874588398214367	0.000144709291108811	0.999999996206915	8.99400604217033e-05	0.00208640136073562	0.999248226209326	0.275407117430463
K10010: cystine transport system ATP-binding protein	1.034	0.268	0.918	0.399	0.106	0.321	1.81444671039486e-20	0.177398029275933	1.27675647831893e-14	1.0325074129014e-13	0.679537753913561	0.652316539883464	6.07176312598874e-20	0.392234581984238	4.32236745468706e-14	3.69263961359036e-13	0.999248226209326	0.963282575999671
K10013: lysine/arginine/ornithine transport system substrate-binding protein	0.322	0.357	0.407	0.38	0.097	0.282	0.0210991022780574	0.505055184295664	0.0523536388077263	0.0167497629243588	0.838745329808213	0.00263245312218875	0.0253614209254611	0.80289133110674	0.0639527592660304	0.0232828972186737	0.999248226209326	0.0285628202402191
K10012: undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	1.354	0.288	1.297	0.371	0.144	0.394	9.18930473314746e-28	0.685120242115976	1.66533453693773e-15	9.43689570931383e-15	0.47214476778418	0.188433904643404	4.28294777263925e-27	0.948140252453576	6.8261894453468e-15	6.09145113283068e-14	0.999248226209326	0.440644324842259
K10019: octopine/nopaline transport system permease protein	0.045	0.117	0.077	0.115	0	0	0.0869331613585951	0.364988889913151	0.293152602134699	0.0713423843693777	0.817450593356896	0.319557232778008	0.0962988449844892	0.650376865603439	0.322271968429458	0.0895199121122247	0.999248226209326	0.617506309815789
K10018: octopine/nopaline transport system substrate-binding protein	0.036	0.111	0.029	0.034	0.001	0.005	0.377185341648073	0.922465113213505	0.34667736853225	0.617665494826065	0.33828212896761	0.239250288979048	0.390596661213307	0.999999996206915	0.376960547026761	0.662390744715691	0.999248226209326	0.513329752913452
K05056: interleukin 11 receptor, alpha	0.003	0.007	0.085	0.255	0	0	0.0028719659378597	0.00235942940207767	0.993400974021351	0.0430031902533574	0.162018011026865	0.99991344303076	0.00388136249195204	0.0172749531132586	0.998321236398871	0.0557886656164081	0.999248226209326	0.999998145862406
K13663	0.194	0.298	0.219	0.395	0	0	0.0473151008057751	0.921290397484395	0.0508914185022417	0.0599275555833277	0.822697970023691	0.00117976437155542	0.0541366576324724	0.999999996206915	0.062254032239378	0.0761542861869971	0.999248226209326	0.0174301595380045
K13660	0.168	0.147	0.121	0.14	0	0	5.1150991200592e-05	0.247661197317159	3.66513749258113e-05	0.0158457664256811	0.376656634029993	0.179982171852528	8.31391411049408e-05	0.49884636269674	6.1340918112019e-05	0.0221020119690928	0.999248226209326	0.427615722118008
K13668	0.938	0.24	0.864	0.314	0.103	0.283	7.11135897317072e-22	0.38945682039491	6.32827124036339e-15	3.07531777821168e-14	0.724515680840266	0.722263325728136	2.49635767414591e-21	0.675583831787922	2.24215291269453e-14	1.23961984661357e-13	0.999248226209326	0.999998145862406
K11164: dehydrogenase/reductase SDR family member 2	0.107	0.126	0.157	0.206	0.367	0.576	0.00031258053783541	0.579864445654706	0.000184850457185415	0.0131771079327578	0.297819027586559	0.913780606036284	0.000472480192153996	0.867470737614518	0.000293858640085563	0.0186099897880967	0.999248226209326	0.999998145862406
K11165: dehydrogenase/reductase SDR family member 7	0.112	0.124	0.13	0.188	0.167	0.38	0.507022070657509	0.887093702687819	0.493420354931988	0.787912931618697	0.176715958568754	0.999861506707003	0.519132606239236	0.999999996206915	0.524345268936978	0.825051783031655	0.999248226209326	0.999998145862406
K02586: nitrogenase molybdenum-iron protein alpha chain	0.16	0.232	0.138	0.238	0.017	0.069	0.0608603951818983	0.884531995796762	0.047551697625849	0.196961066914955	0.873761113393011	0.122410247702685	0.0686413239711349	0.999999996206915	0.05839374845954	0.229718722803474	0.999248226209326	0.340233414505135
K01466: allantoinase	0.704	0.284	0.731	0.354	0.034	0.127	2.3983838288847e-14	0.902465999287812	5.98410210272959e-14	5.06517050524735e-12	0.225362681958368	0.111037320840735	6.26296111815581e-14	0.999999996206915	1.55863198542212e-13	1.61253623773225e-11	0.999248226209326	0.319869461409159
K01467: beta-lactamase	1.84	0.322	1.808	0.202	0.247	0.545	1.37923846159716e-36	0.894423894557703	1.66533453693773e-15	1.66533453693773e-15	0.482924803644838	0.316460937664757	1.25118100085572e-35	0.999999996206915	6.8261894453468e-15	1.6951323288194e-14	0.999248226209326	0.61366604892175
K01464: dihydropyrimidinase	1.136	0.38	1.084	0.46	0.429	0.544	2.49298354044887e-08	0.831090464365625	1.16796392557461e-08	4.84254150678876e-06	0.539082222761319	0.155871916993972	4.95260796694266e-08	0.999999996206915	2.3825055009962e-08	1.01748533489207e-05	0.999248226209326	0.391093305334834
K01465: dihydroorotase	2.064	0.251	1.895	0.282	0.202	0.461	2.29186555710937e-50	0.0185916437079923	1.66533453693773e-15	1.66533453693773e-15	0.532361140189731	0.999847600551988	2.36450604171606e-48	0.0757986170465833	6.8261894453468e-15	1.6951323288194e-14	0.999248226209326	0.999998145862406
K01462	2.108	0.287	1.948	0.444	0.238	0.661	6.09305511697587e-38	0.122040729986272	1.66533453693773e-15	1.66533453693773e-15	0.814143189262057	0.00389776504380504	6.42780355234525e-37	0.299541098155821	6.8261894453468e-15	1.6951323288194e-14	0.999248226209326	0.0383054375382902
K01463	1.979	0.251	1.88	0.371	0.208	0.482	1.6110083730174e-44	0.302624616928489	1.66533453693773e-15	1.66533453693773e-15	0.72009032741955	0.104238377962766	4.28218688495934e-43	0.573498145468154	6.8261894453468e-15	1.6951323288194e-14	0.999248226209326	0.307412309427982
K13599	1.009	0.21	0.771	0.32	0.083	0.142	4.5125273170064e-30	1.00685946011758e-05	1.66533453693773e-15	3.07531777821168e-14	0.374326305442072	0.18120250457452	2.37404959192895e-29	0.000225321821093225	6.8261894453468e-15	1.23961984661357e-13	0.999248226209326	0.430011557639418
K13598	0.683	0.28	0.624	0.359	0.011	0.035	3.5758916794298e-14	0.596522563097811	4.38538094726937e-14	4.68830640976137e-10	0.325596193856529	0.0350197684876175	9.28999259611149e-14	0.883033278593477	1.15808302932879e-13	1.31328675178175e-09	0.999248226209326	0.155368316898052
K01468: imidazolonepropionase	1.817	0.285	1.55	0.49	0.203	0.441	1.35405502069149e-34	0.00165019513805242	1.66533453693773e-15	3.66373598126302e-15	0.601466833650508	0.282246368083207	1.03414465632988e-33	0.0133229904870983	6.8261894453468e-15	2.79463169397844e-14	0.999248226209326	0.57134474310691
K01469: 5-oxoprolinase (ATP-hydrolysing)	0.088	0.127	0.136	0.192	0.294	0.402	0.000387475761729158	0.460559059230552	0.000249690202825059	0.0230905031247003	0.233672202399431	0.999880177658524	0.000578505018799456	0.758696831185163	0.000391515781709463	0.0314152643093542	0.999248226209326	0.999998145862406
K02948: small subunit ribosomal protein S11	2.039	0.29	1.796	0.569	0.286	0.661	8.19970777807077e-32	0.0174546337990369	1.66533453693773e-15	7.66053886991358e-15	0.659564764486854	0.471362000225359	4.99116212451168e-31	0.0721857854401433	6.8261894453468e-15	5.10730559706068e-14	0.999248226209326	0.786257635310896
K09257: nuclear factor of kappa light polypeptide gene enhancer in B-cells	0.01	0.047	0.037	0.104	0.098	0.246	0.00416102062422972	0.406615905513106	0.00349153773836797	0.125870492350893	0.0266251006718794	0.615570921146702	0.00550252716482431	0.692521269406346	0.00493108821657675	0.150880993883397	0.999248226209326	0.928619627514244
K09251: putrescine aminotransferase	0.65	0.237	0.523	0.335	0.037	0.146	1.08141539993766e-14	0.0526847049073619	3.40838468559923e-14	2.40834888698416e-08	0.789298481186385	0.0944327024169826	2.86323424942172e-14	0.161639011477375	9.13153062554688e-14	5.97863771414052e-08	0.999248226209326	0.288705102768545
K09252: feruloyl esterase	0.14	0.274	0.162	0.319	0	0	0.120288579885224	0.922702070941025	0.131415266388166	0.134404357572223	0.275055327385604	0.00390165455458188	0.131335710450467	0.999999996206915	0.152308592251479	0.160405157704792	0.999248226209326	0.0383054375382902
K02041: phosphonate transport system ATP-binding protein	1.193	0.284	1.045	0.367	0.106	0.296	1.84273520073681e-25	0.0620244736889228	1.66533453693773e-15	2.96429547574917e-14	0.517330640032922	0.106834532044853	7.49280505469938e-25	0.18185685783085	6.8261894453468e-15	1.23961984661357e-13	0.999248226209326	0.312190162462022
K02040: phosphate transport system substrate-binding protein	2.097	0.248	1.814	0.548	0.263	0.567	2.19055246491116e-38	0.00126279580318023	1.66533453693773e-15	1.66533453693773e-15	0.143503834617752	0.888278988312156	2.45559721066561e-37	0.0109007491977084	6.8261894453468e-15	1.6951323288194e-14	0.999248226209326	0.999998145862406
K02043: GntR family transcriptional regulator, phosphonate transport system	0.488	0.331	0.523	0.369	0.015	0.062	5.8635948914515e-07	0.869536880521871	6.71642343075263e-07	4.47015149296348e-06	0.494697417773241	0.00832780959961417	1.08386583978941e-06	0.999999996206915	1.24377454891972e-06	9.42494358769266e-06	0.999248226209326	0.0610004537098092
K05541: tRNA-dihydrouridine synthase C	0.822	0.412	0.803	0.441	0.065	0.26	7.03790864999351e-10	0.974508277805021	4.03521327463352e-10	1.15335804129479e-07	0.365916213556201	0.197113828905288	1.51591471877249e-09	0.999999996206915	8.84810634102818e-10	2.7563762847905e-07	0.999248226209326	0.455517037413245
K02047: sulfate transport system permease protein	0.803	0.484	0.774	0.563	0.008	0.031	3.1819421648562e-08	0.956769354074947	1.75086377618427e-08	2.68786093471363e-06	0.465535633433936	0.41536102316176	6.28438739697589e-08	0.999999996206915	3.53834920505766e-08	5.77719262344698e-06	0.999248226209326	0.726941503158607
